"Class","Adult.weight..g.","Sample.size","Maximum.longevity..yrs.","Specimen.origin"
"Mammalia",81,"medium",18,"wild"
"Mammalia",22,"small",13,"captivity"
"Mammalia",20,"small",12,"captivity"
"Mammalia",45,"medium",10.1,"captivity"
"Mammalia",75,"small",10,"captivity"
"Mammalia",430,"small",12.3,"captivity"
"Mammalia",306.25,"large",21.8,"captivity"
"Mammalia",80,"small",7.8,"captivity"
"Mammalia",80,"tiny",10.1,"captivity"
"Mammalia",18,"medium",10,"unknown"
"Mammalia",330,"small",NA,"unknown"
"Mammalia",672.1,"small",20.3,"wild"
"Mammalia",775.7,"small",NA,"unknown"
"Mammalia",435,"small",24,"captivity"
"Mammalia",1175,"large",44,"captivity"
"Mammalia",450,"medium",20.3,"captivity"
"Mammalia",696.5,"medium",15,"captivity"
"Mammalia",316.7,"medium",20.4,"captivity"
"Mammalia",456.3,"small",19.4,"captivity"
"Mammalia",675,"medium",23.6,"captivity"
"Mammalia",321.49,"small",16.7,"captivity"
"Mammalia",200,"medium",17.2,"captivity"
"Mammalia",350,"large",28,"captivity"
"Mammalia",300,"small",15.8,"captivity"
"Mammalia",872,"medium",20.9,"captivity"
"Mammalia",527.5,"tiny",NA,"unknown"
"Mammalia",125,"large",22.9,"wild"
"Mammalia",103,"medium",18.7,"captivity"
"Mammalia",108.25,"medium",14,"captivity"
"Mammalia",8.2,"medium",13,"unknown"
"Mammalia",22.875,"medium",30.5,"wild"
"Mammalia",4.6,"large",29.4,"wild"
"Mammalia",9.8,"small",NA,"unknown"
"Mammalia",20.8,"small",14.8,"captivity"
"Mammalia",10.25,"medium",23,"wild"
"Mammalia",15.87,"large",7.8,"wild"
"Mammalia",8.91,"large",9.6,"wild"
"Mammalia",11.1,"small",NA,"unknown"
"Mammalia",14.25,"medium",20.5,"wild"
"Mammalia",23,"medium",19,"wild"
"Mammalia",13,"medium",20,"wild"
"Mammalia",18.2,"medium",21,"wild"
"Mammalia",22.54,"small",6,"wild"
"Mammalia",10,"medium",12,"wild"
"Mammalia",24,"medium",14,"wild"
"Mammalia",10.41,"large",8,"wild"
"Mammalia",10.5,"medium",21,"wild"
"Mammalia",23,"medium",33,"wild"
"Mammalia",7,"medium",41,"wild"
"Mammalia",15,"medium",20.5,"wild"
"Mammalia",8.5,"medium",28,"wild"
"Mammalia",11,"medium",22.7,"wild"
"Mammalia",7.4,"medium",22,"wild"
"Mammalia",9.25,"medium",16.5,"wild"
"Mammalia",7.4,"medium",19,"wild"
"Mammalia",5.6,"medium",12,"wild"
"Mammalia",10,"medium",34,"wild"
"Mammalia",10.41,"medium",NA,"unknown"
"Mammalia",28.55,"large",37.1,"wild"
"Mammalia",5.3,"medium",24,"wild"
"Mammalia",7.5,"medium",23.7,"wild"
"Mammalia",4.2,"medium",7,"wild"
"Mammalia",7.7,"medium",20,"wild"
"Mammalia",6,"medium",18.3,"wild"
"Mammalia",10.1,"medium",11.3,"wild"
"Mammalia",25,"medium",10,"unknown"
"Mammalia",7,"medium",21,"wild"
"Mammalia",6.25,"medium",14,"wild"
"Mammalia",16,"medium",16,"wild"
"Mammalia",27.75,"medium",12,"wild"
"Mammalia",9.75,"medium",6,"wild"
"Mammalia",8,"medium",7.3,"wild"
"Mammalia",11.32,"medium",4,"wild"
"Mammalia",11.02,"tiny",NA,"unknown"
"Mammalia",7.5,"medium",14.8,"wild"
"Mammalia",6,"medium",8,"wild"
"Mammalia",10,"medium",11,"wild"
"Mammalia",5,"medium",16.6,"wild"
"Mammalia",7.8,"medium",30,"wild"
"Mammalia",12,"medium",25.5,"wild"
"Mammalia",11.7,"small",9.7,"captivity"
"Mammalia",11.765,"tiny",11.1,"wild"
"Mammalia",6.06,"large",8,"wild"
"Mammalia",5.4,"medium",5,"wild"
"Mammalia",5.05,"medium",8,"wild"
"Mammalia",3.77,"medium",9.1,"wild"
"Mammalia",18.7,"medium",14.5,"wild"
"Mammalia",2750,"small",NA,"unknown"
"Mammalia",3500,"small",NA,"unknown"
"Mammalia",2150,"tiny",NA,"unknown"
"Mammalia",840,"small",16.2,"captivity"
"Mammalia",3000,"medium",25.2,"captivity"
"Mammalia",44.3,"small",NA,"unknown"
"Mammalia",5500,"medium",22.3,"captivity"
"Mammalia",1475,"small",16.8,"captivity"
"Mammalia",4850,"medium",22.1,"captivity"
"Mammalia",33000,"small",15,"captivity"
"Mammalia",1500,"small",36.8,"captivity"
"Mammalia",1200,"tiny",NA,"unknown"
"Mammalia",1500,"small",12.5,"captivity"
"Mammalia",24,"small",3.5,"captivity"
"Mammalia",18,"tiny",4.7,"captivity"
"Mammalia",34,"small",3.4,"captivity"
"Mammalia",45,"small",3.9,"captivity"
"Mammalia",54,"small",NA,"unknown"
"Mammalia",42,"small",NA,"unknown"
"Mammalia",27.5,"small",5.4,"captivity"
"Mammalia",41,"small",3.3,"captivity"
"Mammalia",115,"small",7.4,"captivity"
"Mammalia",30,"small",NA,"unknown"
"Mammalia",105,"small",8,"captivity"
"Mammalia",890,"small",6.2,"captivity"
"Mammalia",525,"small",5.9,"captivity"
"Mammalia",5500,"small",6.8,"captivity"
"Mammalia",1090,"small",6.8,"captivity"
"Mammalia",8.5,"small",NA,"unknown"
"Mammalia",10.5,"small",NA,"unknown"
"Mammalia",70,"small",5.5,"captivity"
"Mammalia",43,"medium",4.7,"captivity"
"Mammalia",193.5,"small",5.9,"captivity"
"Mammalia",6.9,"small",NA,"unknown"
"Mammalia",4.3,"tiny",NA,"unknown"
"Mammalia",10,"small",5.8,"captivity"
"Mammalia",5.3,"small",5.2,"captivity"
"Mammalia",28,"small",NA,"unknown"
"Mammalia",32.5,"small",7,"captivity"
"Mammalia",17.5,"small",NA,"unknown"
"Mammalia",38,"small",NA,"unknown"
"Mammalia",6500,"medium",13,"captivity"
"Mammalia",15,"small",5,"captivity"
"Mammalia",12.4,"small",NA,"unknown"
"Mammalia",55,"small",NA,"unknown"
"Mammalia",17.5,"small",3.6,"captivity"
"Mammalia",20,"small",4.9,"captivity"
"Mammalia",11,"small",NA,"unknown"
"Mammalia",34,"tiny",5.3,"captivity"
"Mammalia",10,"small",5.3,"captivity"
"Mammalia",471.5,"small",11,"captivity"
"Mammalia",1300,"small",NA,"unknown"
"Mammalia",330,"small",8.7,"captivity"
"Mammalia",350,"tiny",8.9,"captivity"
"Mammalia",250,"small",NA,"unknown"
"Mammalia",700,"small",3.1,"captivity"
"Mammalia",904,"small",NA,"unknown"
"Mammalia",850,"small",4,"captivity"
"Mammalia",1530,"small",4.2,"captivity"
"Mammalia",3000,"medium",6.6,"captivity"
"Mammalia",22,"small",6.1,"captivity"
"Mammalia",370,"small",2.9,"captivity"
"Mammalia",49.5,"small",NA,"unknown"
"Mammalia",26,"small",3.6,"captivity"
"Mammalia",75,"small",5,"captivity"
"Mammalia",21,"small",4.5,"captivity"
"Mammalia",440,"small",3,"captivity"
"Mammalia",35,"small",4.1,"captivity"
"Mammalia",90,"tiny",3.9,"captivity"
"Mammalia",105,"medium",5.1,"captivity"
"Mammalia",320,"small",NA,"unknown"
"Mammalia",450,"small",4.4,"captivity"
"Mammalia",13,"large",8.8,"captivity"
"Mammalia",51.5,"small",NA,"unknown"
"Mammalia",45,"medium",12,"unknown"
"Mammalia",30,"small",NA,"unknown"
"Mammalia",40,"small",10.3,"captivity"
"Mammalia",500,"small",NA,"unknown"
"Mammalia",9300,"small",NA,"unknown"
"Mammalia",9581,"tiny",19,"captivity"
"Mammalia",7400,"medium",23.6,"captivity"
"Mammalia",11400,"tiny",23.8,"captivity"
"Mammalia",7200,"medium",26.9,"captivity"
"Mammalia",8000,"small",20,"captivity"
"Mammalia",3570,"small",13.9,"captivity"
"Mammalia",5000,"small",12.4,"captivity"
"Mammalia",2988,"small",7.9,"captivity"
"Mammalia",3000,"small",8.8,"captivity"
"Mammalia",1310,"medium",13.2,"captivity"
"Mammalia",2100,"small",NA,"unknown"
"Mammalia",16000,"medium",16.9,"captivity"
"Mammalia",49500,"small",19.8,"captivity"
"Mammalia",17500,"tiny",11.8,"captivity"
"Mammalia",11250,"tiny",NA,"unknown"
"Mammalia",6500,"medium",15.1,"captivity"
"Mammalia",28250,"large",23.2,"captivity"
"Mammalia",49500,"large",25,"captivity"
"Mammalia",4250,"large",15.9,"captivity"
"Mammalia",16500,"tiny",NA,"unknown"
"Mammalia",30000,"medium",22,"captivity"
"Mammalia",16200,"large",15.2,"captivity"
"Mammalia",55000,"large",25,"captivity"
"Mammalia",5500,"small",7.4,"captivity"
"Mammalia",5800,"small",5.5,"captivity"
"Mammalia",4300,"small",NA,"unknown"
"Mammalia",3700,"small",10.1,"captivity"
"Mammalia",1250,"small",11.7,"captivity"
"Mammalia",4200,"tiny",NA,"unknown"
"Mammalia",6000,"medium",14.3,"captivity"
"Mammalia",6000,"medium",14.4,"captivity"
"Mammalia",3500,"small",13.8,"captivity"
"Mammalia",5000,"tiny",8.8,"captivity"
"Mammalia",4796,"tiny",9.4,"captivity"
"Mammalia",4100,"small",9.7,"captivity"
"Mammalia",3800,"small",9,"captivity"
"Mammalia",14625,"medium",16.8,"captivity"
"Mammalia",318,"small",9.6,"captivity"
"Mammalia",127,"tiny",14.1,"captivity"
"Mammalia",572.5,"small",15,"captivity"
"Mammalia",110,"large",17.8,"captivity"
"Mammalia",405,"medium",14.8,"captivity"
"Mammalia",7000,"small",NA,"unknown"
"Mammalia",2400,"small",18.9,"captivity"
"Mammalia",2500,"tiny",NA,"unknown"
"Mammalia",3500,"tiny",17,"captivity"
"Mammalia",1300,"tiny",NA,"unknown"
"Mammalia",3150,"tiny",NA,"unknown"
"Mammalia",2395,"medium",15.9,"captivity"
"Mammalia",1700,"small",NA,"unknown"
"Mammalia",9300,"large",22.1,"captivity"
"Mammalia",3250,"tiny",12.8,"captivity"
"Mammalia",1725,"small",NA,"unknown"
"Mammalia",1300,"tiny",NA,"unknown"
"Mammalia",1500,"medium",18.8,"captivity"
"Mammalia",1200,"tiny",NA,"unknown"
"Mammalia",1650,"small",15.3,"captivity"
"Mammalia",1430,"medium",14.5,"captivity"
"Mammalia",1040,"small",5.4,"captivity"
"Mammalia",1350,"small",NA,"unknown"
"Mammalia",850,"medium",10.1,"captivity"
"Mammalia",9,"small",NA,"unknown"
"Mammalia",31000,"small",30,"captivity"
"Mammalia",25500,"medium",29.9,"captivity"
"Mammalia",25500,"small",30,"captivity"
"Mammalia",500,"large",11.4,"captivity"
"Mammalia",745,"tiny",NA,"unknown"
"Mammalia",309,"small",NA,"unknown"
"Mammalia",1250,"small",NA,"unknown"
"Mammalia",774.475,"tiny",8,"captivity"
"Mammalia",719,"tiny",7,"captivity"
"Mammalia",750,"medium",11.7,"captivity"
"Mammalia",342,"small",7.6,"captivity"
"Mammalia",188,"small",6.3,"captivity"
"Mammalia",292,"small",7,"captivity"
"Mammalia",3000,"small",13.6,"captivity"
"Mammalia",2456.7,"small",NA,"unknown"
"Mammalia",3600,"medium",14.8,"captivity"
"Mammalia",421.3,"small",NA,"unknown"
"Mammalia",1250,"small",NA,"unknown"
"Mammalia",1600,"tiny",NA,"unknown"
"Mammalia",2519,"small",13,"captivity"
"Mammalia",4175,"tiny",11.8,"captivity"
"Mammalia",2358,"small",NA,"unknown"
"Mammalia",4175,"small",10.7,"captivity"
"Mammalia",4175,"medium",18,"wild"
"Mammalia",3035.5,"small",NA,"unknown"
"Mammalia",1800,"large",13,"captivity"
"Mammalia",900,"small",7.8,"captivity"
"Mammalia",700,"small",NA,"unknown"
"Mammalia",1150,"small",9.8,"captivity"
"Mammalia",760,"small",7.4,"captivity"
"Mammalia",1233,"small",7.6,"captivity"
"Mammalia",902.6,"tiny",9.3,"captivity"
"Mammalia",129,"small",NA,"unknown"
"Mammalia",120,"small",9.4,"captivity"
"Mammalia",100,"small",7,"captivity"
"Mammalia",262.5,"small",NA,"unknown"
"Mammalia",44.3,"small",NA,"unknown"
"Mammalia",50,"small",NA,"unknown"
"Mammalia",52,"small",9.3,"captivity"
"Mammalia",48,"small",7.2,"captivity"
"Mammalia",58,"small",7.9,"captivity"
"Mammalia",40,"medium",8.7,"captivity"
"Mammalia",210,"small",NA,"unknown"
"Mammalia",540,"small",11,"captivity"
"Mammalia",370,"small",NA,"unknown"
"Mammalia",24.05,"small",NA,"unknown"
"Mammalia",1250,"small",22.6,"captivity"
"Mammalia",3500,"medium",49.5,"captivity"
"Mammalia",7500,"tiny",41.2,"captivity"
"Mammalia",53.25,"small",NA,"unknown"
"Mammalia",650,"small",NA,"unknown"
"Mammalia",1250,"small",3.1,"captivity"
"Mammalia",485,"tiny",6.7,"captivity"
"Mammalia",1600,"small",6.8,"captivity"
"Mammalia",700,"small",6.5,"captivity"
"Mammalia",226,"small",5.8,"captivity"
"Mammalia",766,"medium",6.1,"captivity"
"Mammalia",859,"small",5.6,"captivity"
"Mammalia",675,"small",3.2,"captivity"
"Mammalia",1300,"medium",9.6,"captivity"
"Mammalia",164998,"large",47,"captivity"
"Mammalia",3e+05,"large",57,"captivity"
"Mammalia",384000,"large",31,"captivity"
"Mammalia",230000,"medium",31.6,"captivity"
"Mammalia",275000,"medium",30.1,"captivity"
"Mammalia",280000,"large",38,"captivity"
"Mammalia",296000,"medium",33.2,"captivity"
"Mammalia",2175000,"large",45,"captivity"
"Mammalia",1260000,"tiny",32.8,"captivity"
"Mammalia",1100000,"medium",57,"wild"
"Mammalia",1750000,"small",NA,"unknown"
"Mammalia",1602330,"medium",43.5,"captivity"
"Mammalia",250000,"medium",36.5,"captivity"
"Mammalia",3e+05,"medium",29.6,"captivity"
"Mammalia",148950,"small",28.5,"captivity"
"Mammalia",250000,"large",39.6,"captivity"
"Mammalia",13014.7,"small",NA,"unknown"
"Mammalia",2350,"tiny",NA,"unknown"
"Mammalia",3875,"small",NA,"unknown"
"Mammalia",4250,"small",NA,"unknown"
"Mammalia",266,"tiny",NA,"unknown"
"Mammalia",6250,"medium",36.8,"captivity"
"Mammalia",6250,"medium",41,"captivity"
"Mammalia",28500,"medium",31,"captivity"
"Mammalia",4500,"tiny",16,"captivity"
"Mammalia",4500,"medium",19,"captivity"
"Mammalia",1230,"small",30,"captivity"
"Mammalia",874,"medium",33.8,"captivity"
"Mammalia",800,"medium",30.1,"captivity"
"Mammalia",873,"small",22.1,"captivity"
"Mammalia",5462.5,"medium",32.4,"captivity"
"Mammalia",5540,"small",NA,"unknown"
"Mammalia",7000,"small",24,"captivity"
"Mammalia",7000,"small",NA,"unknown"
"Mammalia",6611,"tiny",NA,"unknown"
"Mammalia",6543.2,"small",25,"captivity"
"Mammalia",7535,"small",37,"captivity"
"Mammalia",6000,"medium",42.8,"captivity"
"Mammalia",7000,"large",46,"captivity"
"Mammalia",7267.5,"large",47.1,"captivity"
"Mammalia",6000,"tiny",44,"captivity"
"Mammalia",7887.5,"medium",46,"captivity"
"Mammalia",11170,"medium",40,"wild"
"Mammalia",7650,"medium",32,"captivity"
"Mammalia",555,"large",22.2,"captivity"
"Mammalia",342,"large",17.6,"captivity"
"Mammalia",255.2,"large",22.8,"captivity"
"Mammalia",342,"medium",20,"captivity"
"Mammalia",307,"medium",15.4,"captivity"
"Mammalia",124,"large",18.6,"captivity"
"Mammalia",456.5,"medium",24.9,"captivity"
"Mammalia",519.2,"tiny",20.2,"captivity"
"Mammalia",535,"large",21.3,"captivity"
"Mammalia",570,"medium",17.9,"captivity"
"Mammalia",654.5,"large",31.6,"captivity"
"Mammalia",343.2,"medium",16.5,"captivity"
"Mammalia",355.8,"small",15,"captivity"
"Mammalia",495.8,"medium",19,"captivity"
"Mammalia",499.3,"medium",20.5,"captivity"
"Mammalia",518.5,"large",23.7,"captivity"
"Mammalia",501.3,"medium",20.5,"captivity"
"Mammalia",490,"small",15.2,"captivity"
"Mammalia",553.8,"large",21,"captivity"
"Mammalia",543.5,"small",20,"captivity"
"Mammalia",445.5,"large",26.2,"captivity"
"Mammalia",2467.5,"medium",40.4,"captivity"
"Mammalia",2655,"medium",54,"captivity"
"Mammalia",2552.5,"medium",47,"captivity"
"Mammalia",615,"large",30.3,"captivity"
"Mammalia",788.5,"tiny",NA,"unknown"
"Mammalia",925,"large",30.2,"captivity"
"Mammalia",2642.5,"large",46,"captivity"
"Mammalia",4702.5,"medium",27,"captivity"
"Mammalia",4700,"medium",24.1,"captivity"
"Mammalia",5250,"small",26,"captivity"
"Mammalia",5405,"small",NA,"unknown"
"Mammalia",8000,"tiny",31,"captivity"
"Mammalia",9467.5,"tiny",NA,"unknown"
"Mammalia",9492.5,"medium",46,"captivity"
"Mammalia",3705,"medium",31.2,"captivity"
"Mammalia",3600,"small",30,"captivity"
"Mammalia",3585,"small",36,"captivity"
"Mammalia",4550,"medium",35.1,"captivity"
"Mammalia",3250,"tiny",24,"captivity"
"Mammalia",4425,"small",28.6,"captivity"
"Mammalia",9000,"medium",37.8,"captivity"
"Mammalia",4500,"medium",30,"captivity"
"Mammalia",5945,"medium",30.8,"captivity"
"Mammalia",5465,"small",31,"captivity"
"Mammalia",3650,"medium",29,"captivity"
"Mammalia",3580,"small",27,"captivity"
"Mammalia",3390,"small",24,"captivity"
"Mammalia",5620,"medium",32,"captivity"
"Mammalia",8625,"medium",35.3,"captivity"
"Mammalia",9950,"large",35,"captivity"
"Mammalia",9525,"small",33.9,"captivity"
"Mammalia",7750,"medium",30,"captivity"
"Mammalia",9317.5,"small",36,"captivity"
"Mammalia",9275,"medium",29.2,"captivity"
"Mammalia",9100,"medium",31.4,"captivity"
"Mammalia",6362.5,"large",39,"captivity"
"Mammalia",8882.5,"large",38.5,"captivity"
"Mammalia",5575,"small",33,"captivity"
"Mammalia",8235,"large",40,"captivity"
"Mammalia",7912.5,"large",37.6,"captivity"
"Mammalia",7965,"medium",34,"captivity"
"Mammalia",3950,"tiny",29,"captivity"
"Mammalia",6755,"medium",30,"captivity"
"Mammalia",7875,"large",40,"captivity"
"Mammalia",4370,"small",29.3,"captivity"
"Mammalia",10875,"large",30,"captivity"
"Mammalia",10300,"tiny",27,"captivity"
"Mammalia",11950,"medium",28.4,"captivity"
"Mammalia",18250,"medium",39,"captivity"
"Mammalia",23000,"large",40,"captivity"
"Mammalia",1384.5,"medium",27.7,"captivity"
"Mammalia",14617.5,"small",25.1,"captivity"
"Mammalia",18000,"large",37.5,"captivity"
"Mammalia",6695,"small",NA,"unknown"
"Mammalia",6540,"small",20,"captivity"
"Mammalia",6690,"small",NA,"unknown"
"Mammalia",9720,"medium",26,"captivity"
"Mammalia",9960,"small",NA,"unknown"
"Mammalia",14750,"small",29.5,"captivity"
"Mammalia",13516.5,"medium",29,"captivity"
"Mammalia",12000,"tiny",34,"captivity"
"Mammalia",7081.8,"small",26.1,"captivity"
"Mammalia",16200,"medium",36,"captivity"
"Mammalia",9720,"medium",31.1,"captivity"
"Mammalia",6185,"medium",28.3,"captivity"
"Mammalia",7325,"medium",26.3,"captivity"
"Mammalia",8100,"small",NA,"unknown"
"Mammalia",7080,"medium",33.9,"captivity"
"Mammalia",8400,"tiny",28.3,"captivity"
"Mammalia",11450,"small",25.2,"captivity"
"Mammalia",395,"small",13.4,"captivity"
"Mammalia",380,"medium",29,"captivity"
"Mammalia",64.8,"medium",18.2,"captivity"
"Mammalia",55.5,"small",NA,"unknown"
"Mammalia",311.2,"small",17.4,"captivity"
"Mammalia",400,"small",25,"captivity"
"Mammalia",2277.5,"small",32.3,"captivity"
"Mammalia",315,"small",NA,"unknown"
"Mammalia",169.2,"medium",16.6,"captivity"
"Mammalia",192.2,"medium",17.1,"captivity"
"Mammalia",60,"small",13.4,"captivity"
"Mammalia",1094.5,"medium",22.7,"captivity"
"Mammalia",1300,"medium",20,"captivity"
"Mammalia",146.8,"small",NA,"unknown"
"Mammalia",273,"small",NA,"unknown"
"Mammalia",139842,"large",60.1,"captivity"
"Mammalia",62035,"huge",122.5,"captivity"
"Mammalia",39925,"tiny",55,"captivity"
"Mammalia",44983.5,"large",68,"captivity"
"Mammalia",64475,"large",59,"captivity"
"Mammalia",6875,"small",41,"captivity"
"Mammalia",5925,"medium",49,"captivity"
"Mammalia",5900,"tiny",37,"captivity"
"Mammalia",6810,"large",56,"captivity"
"Mammalia",6207.5,"medium",45,"captivity"
"Mammalia",5765,"medium",60,"captivity"
"Mammalia",5735,"medium",38,"captivity"
"Mammalia",6852.5,"small",46.1,"captivity"
"Mammalia",6000,"small",44.1,"captivity"
"Mammalia",10900,"small",43,"captivity"
"Mammalia",5550,"small",21,"wild"
"Mammalia",3545,"small",20,"captivity"
"Mammalia",5000,"medium",31,"wild"
"Mammalia",1645,"medium",27,"captivity"
"Mammalia",2485,"medium",35.5,"captivity"
"Mammalia",2467,"medium",37.5,"captivity"
"Mammalia",1555,"medium",36.2,"captivity"
"Mammalia",2191.5,"medium",31.7,"captivity"
"Mammalia",1455,"small",NA,"unknown"
"Mammalia",1012.5,"small",23.3,"captivity"
"Mammalia",2555,"large",37.3,"captivity"
"Mammalia",1737.5,"small",17.6,"captivity"
"Mammalia",3601.3,"small",37.5,"captivity"
"Mammalia",3482.3,"large",40,"captivity"
"Mammalia",700,"small",NA,"unknown"
"Mammalia",779,"small",NA,"unknown"
"Mammalia",257.5,"small",13,"captivity"
"Mammalia",238.2,"small",21.6,"captivity"
"Mammalia",890.5,"medium",25.8,"captivity"
"Mammalia",419,"medium",19.3,"captivity"
"Mammalia",919.9,"small",32.4,"captivity"
"Mammalia",3165,"small",35.8,"captivity"
"Mammalia",2935,"small",NA,"unknown"
"Mammalia",2910,"small",20,"captivity"
"Mammalia",2942.5,"tiny",19.6,"captivity"
"Mammalia",1200,"small",NA,"unknown"
"Mammalia",1200,"tiny",NA,"unknown"
"Mammalia",1780,"tiny",25,"captivity"
"Mammalia",1480,"large",36,"captivity"
"Mammalia",1120,"medium",26.4,"captivity"
"Mammalia",795,"medium",25,"captivity"
"Mammalia",804,"tiny",26.2,"captivity"
"Mammalia",119.2,"tiny",16,"captivity"
"Mammalia",122.5,"small",16.3,"captivity"
"Mammalia",144.8,"small",NA,"unknown"
"Mammalia",3178000,"large",79.6,"captivity"
"Mammalia",4800000,"large",65,"captivity"
"Mammalia",265.5,"small",2.3,"captivity"
"Mammalia",1125,"small",NA,"unknown"
"Mammalia",90,"medium",20.6,"captivity"
"Mammalia",180,"medium",15.5,"captivity"
"Mammalia",132.5,"small",11,"captivity"
"Mammalia",250,"medium",20,"wild"
"Mammalia",181,"tiny",11.2,"captivity"
"Mammalia",160,"small",NA,"unknown"
"Mammalia",35,"large",31,"captivity"
"Mammalia",20.4,"small",9.4,"captivity"
"Mammalia",20.4,"small",NA,"unknown"
"Mammalia",4683.3,"small",13.8,"captivity"
"Mammalia",1500,"small",13.5,"captivity"
"Mammalia",660,"small",NA,"unknown"
"Mammalia",1267,"small",15.9,"captivity"
"Mammalia",20250,"small",23.4,"captivity"
"Mammalia",25000,"small",NA,"unknown"
"Mammalia",341,"large",6,"captivity"
"Mammalia",728,"large",12,"captivity"
"Mammalia",637.5,"small",6.3,"captivity"
"Mammalia",12500,"large",14.4,"captivity"
"Mammalia",337.9,"small",3.5,"captivity"
"Mammalia",450,"small",4.6,"captivity"
"Mammalia",55000,"large",15.1,"captivity"
"Mammalia",950,"medium",12.9,"captivity"
"Mammalia",642.5,"large",17.2,"captivity"
"Mammalia",1250,"tiny",NA,"unknown"
"Mammalia",1540,"small",19.5,"captivity"
"Mammalia",6000,"medium",10.8,"captivity"
"Mammalia",37.7,"small",NA,"unknown"
"Mammalia",36,"small",3.8,"captivity"
"Mammalia",50,"small",NA,"unknown"
"Mammalia",120,"tiny",2.5,"captivity"
"Mammalia",8,"small",3.3,"captivity"
"Mammalia",NA,"small",5.3,"captivity"
"Mammalia",506.7,"small",3.6,"captivity"
"Mammalia",66,"medium",3.3,"unknown"
"Mammalia",55,"small",NA,"unknown"
"Mammalia",85,"small",NA,"unknown"
"Mammalia",21.4,"small",NA,"unknown"
"Mammalia",40,"large",6.4,"captivity"
"Mammalia",20.3,"medium",3.8,"captivity"
"Mammalia",40,"small",4.1,"captivity"
"Mammalia",70,"small",3.3,"captivity"
"Mammalia",755,"small",7.5,"captivity"
"Mammalia",105,"medium",3.9,"captivity"
"Mammalia",174,"medium",4.4,"unknown"
"Mammalia",46,"small",4.8,"captivity"
"Mammalia",27.5,"small",4.8,"captivity"
"Mammalia",23,"small",NA,"unknown"
"Mammalia",51.6,"small",3.9,"captivity"
"Mammalia",36.7,"small",NA,"unknown"
"Mammalia",40,"small",5.3,"captivity"
"Mammalia",58,"tiny",NA,"unknown"
"Mammalia",49,"small",NA,"unknown"
"Mammalia",25.5,"small",3.8,"captivity"
"Mammalia",51,"small",NA,"unknown"
"Mammalia",20,"small",NA,"unknown"
"Mammalia",20.8,"small",4.9,"captivity"
"Mammalia",29.5,"tiny",NA,"unknown"
"Mammalia",20,"small",2.1,"captivity"
"Mammalia",25,"small",NA,"unknown"
"Mammalia",209,"small",9.5,"captivity"
"Mammalia",335.5,"tiny",NA,"unknown"
"Mammalia",291,"medium",8.6,"captivity"
"Mammalia",236,"small",10.5,"captivity"
"Mammalia",236.3,"small",NA,"unknown"
"Mammalia",50,"small",5.7,"captivity"
"Mammalia",22,"small",8.4,"captivity"
"Mammalia",1362,"tiny",NA,"unknown"
"Mammalia",32.5,"tiny",5.6,"captivity"
"Mammalia",22,"small",4.6,"captivity"
"Mammalia",42,"small",5.5,"captivity"
"Mammalia",16.5,"small",7.7,"captivity"
"Mammalia",25,"medium",7.4,"captivity"
"Mammalia",40,"small",5.7,"captivity"
"Mammalia",23,"small",7.9,"captivity"
"Mammalia",20.5,"medium",8.3,"captivity"
"Mammalia",14,"medium",5.5,"captivity"
"Mammalia",25,"small",5.4,"captivity"
"Mammalia",33,"small",NA,"unknown"
"Mammalia",27,"small",NA,"unknown"
"Mammalia",NA,"medium",4.8,"captivity"
"Mammalia",23.4,"medium",3.9,"captivity"
"Mammalia",50.8,"tiny",NA,"unknown"
"Mammalia",32,"small",7.4,"captivity"
"Mammalia",72.2,"small",5.5,"captivity"
"Mammalia",10.3,"small",NA,"unknown"
"Mammalia",11,"small",NA,"unknown"
"Mammalia",89,"small",NA,"unknown"
"Mammalia",11.2,"small",NA,"unknown"
"Mammalia",185,"medium",5.2,"captivity"
"Mammalia",27,"small",NA,"unknown"
"Mammalia",25,"small",NA,"unknown"
"Mammalia",280,"small",5.4,"captivity"
"Mammalia",47,"small",NA,"unknown"
"Mammalia",288.8,"small",5.8,"captivity"
"Mammalia",178,"small",NA,"unknown"
"Mammalia",860,"small",NA,"unknown"
"Mammalia",100,"small",NA,"unknown"
"Mammalia",9000,"small",16.3,"captivity"
"Mammalia",8999.9,"small",18.9,"captivity"
"Mammalia",2650,"medium",11.8,"captivity"
"Mammalia",2650,"tiny",14,"captivity"
"Mammalia",3500,"small",18,"captivity"
"Mammalia",3265,"large",17.8,"captivity"
"Mammalia",2700,"small",13.1,"captivity"
"Mammalia",2900,"small",16.3,"captivity"
"Mammalia",2150,"medium",13.8,"captivity"
"Mammalia",NA,"small",13.7,"captivity"
"Mammalia",775,"small",14.8,"captivity"
"Mammalia",12250,"small",12.8,"captivity"
"Mammalia",58.7,"small",5.2,"captivity"
"Mammalia",232,"small",4.2,"captivity"
"Mammalia",350,"tiny",7,"captivity"
"Mammalia",117.5,"small",4.5,"captivity"
"Mammalia",55,"medium",7.3,"captivity"
"Mammalia",134,"small",5.5,"captivity"
"Mammalia",25,"small",NA,"unknown"
"Mammalia",8,"small",NA,"unknown"
"Mammalia",18,"small",5.6,"captivity"
"Mammalia",21,"small",NA,"unknown"
"Mammalia",504,"small",7,"captivity"
"Mammalia",276,"small",NA,"unknown"
"Mammalia",285,"small",6.8,"captivity"
"Mammalia",400,"small",NA,"unknown"
