"Class","Adult.weight..g.","Sample.size","Maximum.longevity..yrs.","Specimen.origin"
"Aves",525,"medium",53.9,"captivity"
"Aves",278,"large",19.5,"captivity"
"Aves",200,"small",27,"captivity"
"Aves",46,"medium",9.3,"captivity"
"Aves",92.6,"medium",12.4,"captivity"
"Aves",246,"medium",21.8,"captivity"
"Aves",151,"small",22.9,"captivity"
"Aves",440,"large",28.5,"captivity"
"Aves",193,"small",15.3,"captivity"
"Aves",300,"large",40,"captivity"
"Aves",156,"medium",24.7,"captivity"
"Aves",167,"tiny",18.1,"captivity"
"Aves",NA,"small",15.2,"captivity"
"Aves",NA,"medium",16.6,"captivity"
"Aves",NA,"small",16.5,"captivity"
"Aves",130,"small",19.7,"captivity"
"Aves",26.2,"medium",10.4,"captivity"
"Aves",33.5,"small",10.5,"captivity"
"Aves",24,"small",11.6,"captivity"
"Aves",27.05,"small",10.5,"captivity"
"Aves",70.8,"medium",21.3,"wild"
"Aves",44,"small",12,"captivity"
"Aves",159,"small",13.2,"captivity"
"Aves",250,"small",23.2,"captivity"
"Aves",28,"medium",14.3,"captivity"
"Aves",34.9,"tiny",10.1,"captivity"
"Aves",35.7,"small",10.1,"captivity"
"Aves",182,"medium",26,"captivity"
"Aves",143,"medium",26.6,"captivity"
"Aves",177,"medium",18.5,"captivity"
"Aves",30,"large",21,"captivity"
"Aves",81.7,"large",22.1,"captivity"
"Aves",128,"medium",18.7,"captivity"
"Aves",45.9,"small",NA,"unknown"
"Aves",46.1,"small",21,"captivity"
"Aves",44.3,"tiny",NA,"unknown"
"Aves",41.4,"medium",21,"captivity"
"Aves",38.6,"medium",14,"captivity"
"Aves",45,"small",12.6,"captivity"
"Aves",429,"small",NA,"unknown"
"Aves",867.5,"medium",47,"captivity"
"Aves",86.2,"small",15.3,"captivity"
"Aves",90,"large",35,"captivity"
"Aves",75.7,"small",7.4,"wild"
"Aves",83.6,"small",NA,"unknown"
"Aves",155,"medium",26,"captivity"
"Aves",149,"small",22.6,"captivity"
"Aves",119,"tiny",16.8,"captivity"
"Aves",293,"medium",16.2,"captivity"
"Aves",251,"medium",20.6,"captivity"
"Aves",116.45,"small",NA,"unknown"
"Aves",130.175,"small",NA,"unknown"
"Aves",124.5,"medium",26.8,"captivity"
"Aves",104,"medium",27.4,"captivity"
"Aves",63.3,"small",13.2,"captivity"
"Aves",89.5,"tiny",19.1,"captivity"
"Aves",140,"medium",32.1,"captivity"
"Aves",275,"medium",21,"captivity"
"Aves",117.5,"medium",34.2,"captivity"
"Aves",344,"medium",29.7,"captivity"
"Aves",116,"small",34.3,"captivity"
"Aves",120,"medium",33.4,"captivity"
"Aves",155,"large",40,"captivity"
"Aves",104,"medium",23.9,"captivity"
"Aves",170,"medium",13.8,"captivity"
"Aves",153,"medium",15.1,"captivity"
"Aves",256,"small",31,"captivity"
"Aves",841,"medium",56.3,"captivity"
"Aves",NA,"small",11.8,"captivity"
"Aves",237.25,"small",20.1,"captivity"
"Aves",232,"tiny",NA,"unknown"
"Aves",55,"small",18,"captivity"
"Aves",61.4,"medium",12.2,"captivity"
"Aves",61.5,"small",11.8,"captivity"
"Aves",149,"medium",13.4,"captivity"
"Aves",30,"small",8.5,"captivity"
"Aves",147,"medium",23.3,"captivity"
"Aves",NA,"small",14,"captivity"
"Aves",85.5,"small",NA,"unknown"
"Aves",66,"medium",18.8,"captivity"
"Aves",255,"medium",30,"captivity"
"Aves",128,"large",34,"captivity"
"Aves",117,"tiny",14.9,"captivity"
"Aves",118,"small",12,"captivity"
"Aves",118,"tiny",12,"captivity"
"Aves",333,"large",49.7,"captivity"
"Aves",51,"small",NA,"unknown"
"Aves",NA,"small",24.1,"captivity"
"Aves",NA,"small",10.2,"captivity"
"Aves",865,"medium",25,"captivity"
"Aves",116,"small",15.3,"captivity"
"Aves",56.7,"small",18.5,"captivity"
"Aves",87,"small",14.3,"captivity"
"Aves",360,"medium",33,"captivity"
"Aves",1750,"small",60,"captivity"
"Aves",325,"small",23,"captivity"
"Aves",270.5,"small",14.4,"captivity"
"Aves",87,"small",33.8,"wild"
"Aves",73.7,"small",16,"captivity"
"Aves",115.1,"large",20.6,"wild"
"Aves",55.2,"small",17.8,"captivity"
"Aves",NA,"medium",19.4,"captivity"
"Aves",90,"tiny",11.9,"captivity"
"Aves",NA,"medium",13.6,"captivity"
"Aves",29,"tiny",18.4,"captivity"
"Aves",23000,"medium",NA,"unknown"
"Aves",29500,"small",NA,"unknown"
"Aves",13036.8,"large",27,"wild"
"Aves",4500,"tiny",15.8,"wild"
"Aves",1105,"large",42.2,"wild"
"Aves",5950,"medium",41,"captivity"
"Aves",3135,"large",27.3,"wild"
"Aves",4379,"medium",NA,"unknown"
"Aves",4000,"medium",30,"wild"
"Aves",1932.5,"large",17.7,"wild"
"Aves",117.9,"medium",17.5,"unknown"
"Aves",120,"medium",15.9,"unknown"
"Aves",406,"medium",21.8,"unknown"
"Aves",249.7,"small",27.8,"wild"
"Aves",150,"medium",11,"wild"
"Aves",169,"medium",11.1,"wild"
"Aves",2686,"large",68,"captivity"
"Aves",2042.5,"small",28,"captivity"
"Aves",1191.2,"medium",29,"wild"
"Aves",65.5,"medium",6,"wild"
"Aves",164.1,"medium",20.7,"unknown"
"Aves",205,"small",19,"captivity"
"Aves",41,"small",14,"captivity"
"Aves",568.5,"small",NA,"unknown"
"Aves",195,"small",15.9,"wild"
"Aves",1324.93,"small",6.1,"wild"
"Aves",55.5,"medium",8.1,"wild"
"Aves",92,"medium",6.9,"wild"
"Aves",770,"medium",25,"captivity"
"Aves",520,"medium",22.4,"wild"
"Aves",1120,"medium",16.1,"wild"
"Aves",588.7,"small",25,"captivity"
"Aves",784.5,"medium",23.8,"wild"
"Aves",715,"medium",34,"wild"
"Aves",320,"medium",16.2,"wild"
"Aves",580,"medium",34,"wild"
"Aves",NA,"small",NA,"unknown"
"Aves",550,"tiny",NA,"unknown"
"Aves",111000,"large",50,"captivity"
"Aves",1080,"tiny",16.4,"captivity"
"Aves",1486.6,"small",16,"captivity"
"Aves",1518,"small",22.3,"wild"
"Aves",1550,"medium",25.6,"wild"
"Aves",806,"medium",27.6,"wild"
"Aves",1078,"medium",34,"unknown"
"Aves",1400,"medium",43,"wild"
"Aves",750,"medium",13.1,"wild"
"Aves",1773,"medium",30.6,"wild"
"Aves",1817,"large",22.5,"wild"
"Aves",1550,"small",12.6,"wild"
"Aves",3628.8,"large",32.1,"wild"
"Aves",1420,"large",41.6,"wild"
"Aves",2041.2,"small",17.8,"wild"
"Aves",2426,"medium",18,"wild"
"Aves",1000,"small",NA,"unknown"
"Aves",1715,"large",46.4,"wild"
"Aves",2950,"medium",37.4,"wild"
"Aves",2350,"medium",33,"wild"
"Aves",1739.2,"large",25.5,"wild"
"Aves",1754,"medium",21,"wild"
"Aves",1134,"medium",28.5,"wild"
"Aves",1530,"medium",18,"wild"
"Aves",1017,"medium",23,"wild"
"Aves",1390.5,"tiny",15,"captivity"
"Mammalia",180,"medium",19,"captivity"
"Mammalia",6.7,"small",NA,"unknown"
"Mammalia",180,"small",2.7,"captivity"
"Mammalia",37.8,"small",5.6,"captivity"
"Mammalia",50,"small",5.8,"captivity"
"Mammalia",225,"medium",14.1,"captivity"
"Mammalia",900,"small",8.7,"captivity"
"Mammalia",46100,"medium",17,"captivity"
"Mammalia",92500,"large",28,"captivity"
"Mammalia",52500,"large",25.6,"captivity"
"Mammalia",159000,"medium",22.5,"captivity"
"Mammalia",30500,"small",NA,"unknown"
"Mammalia",92500,"large",21.7,"captivity"
"Mammalia",39000,"large",19.8,"captivity"
"Mammalia",37500,"large",23.9,"captivity"
"Mammalia",159000,"small",NA,"unknown"
"Mammalia",630000,"large",33.5,"captivity"
"Mammalia",610000,"medium",26.4,"captivity"
"Mammalia",825000,"medium",26.2,"captivity"
"Mammalia",667000,"large",26.3,"captivity"
"Mammalia",7e+05,"medium",27.1,"captivity"
"Mammalia",8e+05,"small",NA,"unknown"
"Mammalia",750000,"large",20,"captivity"
"Mammalia",180000,"large",21.7,"captivity"
"Mammalia",725000,"medium",34.9,"captivity"
"Mammalia",155000,"medium",36.1,"captivity"
"Mammalia",240000,"small",NA,"unknown"
"Mammalia",150000,"tiny",29.2,"captivity"
"Mammalia",180000,"medium",21.9,"captivity"
"Mammalia",70000,"medium",19.3,"captivity"
"Mammalia",50000,"small",20.2,"captivity"
"Mammalia",41000,"large",19.1,"captivity"
"Mammalia",61000,"large",20.8,"captivity"
"Mammalia",82500,"large",21,"captivity"
"Mammalia",46250,"large",22.4,"captivity"
"Mammalia",57500,"tiny",NA,"unknown"
"Mammalia",130000,"medium",22.3,"captivity"
"Mammalia",80000,"small",24,"captivity"
"Mammalia",95000,"small",18.5,"captivity"
"Mammalia",11600,"small",17.5,"captivity"
"Mammalia",70000.3,"tiny",21,"captivity"
"Mammalia",10000,"medium",15.2,"captivity"
"Mammalia",18100,"small",14.8,"captivity"
"Mammalia",13900,"small",17.9,"captivity"
"Mammalia",13000,"medium",15.2,"captivity"
"Mammalia",62000,"medium",22.5,"captivity"
"Mammalia",10000,"small",15.2,"captivity"
"Mammalia",17500.1,"small",NA,"unknown"
"Mammalia",132250,"medium",21.8,"captivity"
"Mammalia",164500,"large",24.3,"captivity"
"Mammalia",110000,"medium",35,"captivity"
"Mammalia",84500,"large",23,"captivity"
"Mammalia",15011,"medium",14.5,"captivity"
"Mammalia",25000,"medium",20,"captivity"
"Mammalia",18916.7,"small",NA,"unknown"
"Mammalia",17500,"medium",17.9,"captivity"
"Mammalia",14500,"large",23.7,"captivity"
"Mammalia",23250,"large",18.3,"captivity"
"Mammalia",48500,"medium",14.6,"captivity"
"Mammalia",32185.7,"medium",21,"captivity"
"Mammalia",20000,"medium",NA,"unknown"
"Mammalia",48500,"large",16.3,"captivity"
"Mammalia",75000,"small",17.3,"captivity"
"Mammalia",23000,"small",NA,"unknown"
"Mammalia",35200,"medium",24,"captivity"
"Mammalia",225000,"medium",25.9,"captivity"
"Mammalia",225000,"large",22.2,"captivity"
"Mammalia",175333,"large",30,"captivity"
"Mammalia",105000,"medium",21.9,"captivity"
"Mammalia",94800,"large",27,"captivity"
"Mammalia",90000,"large",21.1,"captivity"
"Mammalia",43500,"medium",17.3,"captivity"
"Mammalia",4550,"small",17.5,"captivity"
"Mammalia",5000,"medium",17.3,"captivity"
"Mammalia",28863,"small",19,"captivity"
"Mammalia",27000,"small",20.3,"captivity"
"Mammalia",31750,"small",17.6,"captivity"
"Mammalia",73000,"large",19.3,"captivity"
"Mammalia",67000,"medium",23,"captivity"
"Mammalia",48500,"medium",15.5,"captivity"
"Mammalia",6500,"small",13.5,"captivity"
"Mammalia",2250,"small",11.1,"captivity"
"Mammalia",90000,"small",20.8,"captivity"
"Mammalia",12000,"medium",25.9,"captivity"
"Mammalia",177500,"large",27.5,"captivity"
"Mammalia",170000,"large",23.8,"captivity"
"Mammalia",121350,"large",20.8,"captivity"
"Mammalia",17000,"tiny",15.9,"captivity"
"Mammalia",315000,"medium",27.4,"captivity"
"Mammalia",160000,"small",16.8,"captivity"
"Mammalia",80000,"large",22.8,"captivity"
"Mammalia",70275,"medium",20.6,"captivity"
"Mammalia",73100,"medium",19.6,"captivity"
"Mammalia",25000,"small",NA,"unknown"
"Mammalia",7000,"small",18.3,"captivity"
"Mammalia",6250,"medium",15.9,"captivity"
"Mammalia",30000,"small",12,"captivity"
"Mammalia",55000,"medium",20.9,"captivity"
"Mammalia",13000,"medium",9.3,"captivity"
"Mammalia",10249.9,"tiny",NA,"unknown"
"Mammalia",58000,"small",16.8,"captivity"
"Mammalia",30000,"small",15,"captivity"
"Mammalia",45500,"small",NA,"unknown"
"Mammalia",30000,"tiny",NA,"unknown"
"Mammalia",37500,"medium",17.6,"captivity"
"Mammalia",37500,"tiny",NA,"unknown"
"Mammalia",18500,"medium",15.4,"captivity"
"Mammalia",7e+05,"medium",32.8,"captivity"
"Mammalia",680000,"medium",20.3,"captivity"
"Mammalia",5e+05,"large",26.1,"captivity"
"Mammalia",19000,"small",17.4,"captivity"
"Mammalia",120000,"medium",23,"captivity"
"Mammalia",307500,"large",22,"captivity"
"Mammalia",82500,"medium",19.8,"captivity"
"Mammalia",60000,"medium",15.3,"captivity"
"Mammalia",87500,"large",22.6,"captivity"
"Mammalia",217500,"large",23.5,"captivity"
"Mammalia",475000,"large",35.4,"captivity"
"Mammalia",434000,"medium",28.4,"captivity"
"Mammalia",140000,"large",28.9,"captivity"
"Mammalia",127500,"large",33.7,"captivity"
"Mammalia",62000,"large",25.8,"captivity"
"Mammalia",50000,"medium",31.6,"captivity"
"Mammalia",386000,"medium",NA,"unknown"
"Mammalia",36000,"large",20.8,"captivity"
"Mammalia",40500,"medium",17.2,"captivity"
"Mammalia",55000,"small",17.8,"captivity"
"Mammalia",43000,"medium",22.9,"captivity"
"Mammalia",102500,"tiny",NA,"unknown"
"Mammalia",21666.7,"medium",17.5,"captivity"
"Mammalia",39450,"small",NA,"unknown"
"Mammalia",2e+05,"large",31.5,"captivity"
"Mammalia",42000,"large",26.3,"captivity"
"Mammalia",70000,"large",27,"captivity"
"Mammalia",33500,"medium",22.7,"captivity"
"Mammalia",186500,"large",27.5,"captivity"
"Mammalia",45000,"small",NA,"unknown"
"Mammalia",70000,"small",NA,"unknown"
"Mammalia",11500,"large",13.9,"captivity"
"Mammalia",33000,"medium",17.1,"captivity"
"Mammalia",17000,"small",14.8,"captivity"
"Mammalia",18590,"small",NA,"unknown"
"Mammalia",22000,"small",NA,"unknown"
"Mammalia",21000,"medium",18.8,"captivity"
"Mammalia",18000,"large",23.2,"captivity"
"Mammalia",57000,"medium",22,"captivity"
"Mammalia",87000,"large",23,"captivity"
"Mammalia",32500,"tiny",21.9,"captivity"
"Mammalia",135000,"medium",21.3,"captivity"
"Mammalia",10000,"medium",18.3,"captivity"
"Mammalia",101250,"large",21.8,"captivity"
"Mammalia",170000,"large",24.5,"captivity"
"Mammalia",122500,"large",20.5,"captivity"
"Mammalia",46475,"medium",18.5,"captivity"
"Mammalia",50000,"small",NA,"unknown"
"Mammalia",63000,"medium",21.1,"captivity"
"Mammalia",185000,"large",26.4,"captivity"
"Mammalia",8e+05,"large",39.5,"captivity"
"Mammalia",225000,"medium",33.5,"captivity"
"Mammalia",215000,"medium",42.3,"captivity"
"Mammalia",3750000,"large",61.2,"captivity"
"Mammalia",12000,"small",NA,"unknown"
"Mammalia",11000,"tiny",NA,"unknown"
"Mammalia",10000,"small",NA,"unknown"
"Mammalia",71500,"medium",22.9,"captivity"
"Mammalia",202500,"tiny",NA,"unknown"
"Mammalia",1e+05,"large",30,"captivity"
"Mammalia",87500,"tiny",NA,"unknown"
"Mammalia",88000,"large",22,"captivity"
"Mammalia",102750,"medium",16.2,"captivity"
"Mammalia",8000,"small",14,"captivity"
"Mammalia",130000,"large",27,"captivity"
"Mammalia",76000,"small",17,"captivity"
"Mammalia",34750,"small",NA,"unknown"
"Mammalia",20200,"large",31.5,"captivity"
"Mammalia",22000,"medium",28.5,"captivity"
"Mammalia",11000,"small",NA,"unknown"
"Mammalia",2450,"small",14.5,"captivity"
"Mammalia",2850,"medium",14,"captivity"
"Mammalia",6500,"medium",16.7,"captivity"
"Mammalia",4325,"large",19,"captivity"
"Mammalia",9500,"small",11.9,"captivity"
"Mammalia",10250,"small",13.7,"captivity"
"Mammalia",11000,"medium",18.8,"captivity"
"Mammalia",40000,"large",27,"captivity"
"Mammalia",13250,"medium",21.8,"captivity"
"Mammalia",26625,"large",20.6,"captivity"
"Mammalia",10250,"medium",16.7,"captivity"
"Mammalia",6500,"small",12.7,"captivity"
"Mammalia",21500,"medium",16.8,"captivity"
"Mammalia",15750,"medium",16.1,"captivity"
"Mammalia",13000,"small",13.1,"captivity"
"Mammalia",3990,"small",10.9,"captivity"
"Mammalia",8500,"small",13.7,"captivity"
"Mammalia",4000,"tiny",9.9,"captivity"
"Mammalia",5350,"tiny",12.6,"captivity"
"Mammalia",26500,"large",17,"captivity"
"Mammalia",6500,"medium",16.6,"captivity"
"Mammalia",4150,"medium",17,"captivity"
"Mammalia",6000,"medium",14.1,"captivity"
"Mammalia",4750,"medium",16.2,"captivity"
"Mammalia",1890.7,"tiny",NA,"unknown"
"Mammalia",2375,"small",NA,"unknown"
"Mammalia",1000,"small",NA,"unknown"
"Mammalia",4000,"tiny",NA,"unknown"
"Mammalia",2700,"medium",13,"captivity"
"Mammalia",5200,"medium",16.3,"captivity"
"Mammalia",2500,"small",15.8,"captivity"
"Mammalia",2800,"small",16,"captivity"
"Mammalia",3200,"medium",14.3,"captivity"
"Mammalia",2400,"medium",15.9,"captivity"
"Mammalia",4131.7,"medium",21.3,"captivity"
"Mammalia",1250,"medium",16.3,"captivity"
"Mammalia",9500,"medium",23.1,"captivity"
"Mammalia",1540,"small",21.4,"captivity"
"Mammalia",800,"small",26,"captivity"
"Mammalia",700,"tiny",NA,"unknown"
"Mammalia",53500,"large",20.5,"captivity"
"Mammalia",16000,"medium",20.3,"captivity"
"Mammalia",13500,"medium",23,"captivity"
"Mammalia",3900,"large",30,"captivity"
"Mammalia",10000,"medium",20,"captivity"
"Mammalia",3500,"medium",15.9,"captivity"
"Mammalia",2750,"medium",13.9,"captivity"
"Mammalia",2125,"medium",15.6,"captivity"
"Mammalia",5500,"medium",19,"captivity"
"Mammalia",2950,"small",19.6,"captivity"
"Mammalia",4000,"medium",23,"captivity"
"Mammalia",2230,"small",NA,"unknown"
"Mammalia",8800,"medium",28.2,"captivity"
"Mammalia",2250,"medium",21.9,"captivity"
"Mammalia",3666.7,"medium",24,"captivity"
"Mammalia",13350,"large",22.4,"captivity"
"Mammalia",10100,"medium",26.8,"captivity"
"Mammalia",23000,"large",26,"captivity"
"Mammalia",11000,"tiny",NA,"unknown"
"Mammalia",8600,"medium",32.3,"captivity"
"Mammalia",19500,"medium",19.8,"captivity"
"Mammalia",175000,"large",28,"captivity"
"Mammalia",81150,"large",28,"captivity"
"Mammalia",53750,"large",27.3,"captivity"
"Mammalia",119700,"large",26.3,"captivity"
"Mammalia",3500,"tiny",NA,"unknown"
"Mammalia",5000,"medium",17,"captivity"
"Mammalia",6750,"small",14,"captivity"
"Mammalia",1350,"medium",17.9,"captivity"
"Mammalia",10650,"medium",17.2,"captivity"
"Mammalia",10650,"small",21,"captivity"
"Mammalia",63000,"large",27,"captivity"
"Mammalia",7000,"small",18.6,"captivity"
"Mammalia",50000,"large",21.2,"captivity"
"Mammalia",3300,"small",20.8,"captivity"
"Mammalia",2000,"small",15.8,"captivity"
"Mammalia",790,"small",13.3,"captivity"
"Mammalia",598.5,"medium",15.2,"captivity"
"Mammalia",650,"small",11.7,"captivity"
"Mammalia",500,"small",12.6,"captivity"
"Mammalia",274.8,"large",20,"captivity"
"Mammalia",1414.1,"small",NA,"unknown"
"Mammalia",1000,"small",12.3,"captivity"
"Mammalia",2200,"tiny",NA,"unknown"
"Mammalia",800,"small",16.6,"captivity"
"Mammalia",3000,"small",NA,"unknown"
"Mammalia",1702.5,"small",17.8,"captivity"
"Mammalia",1863.2,"small",13.3,"captivity"
"Mammalia",2250,"small",12.8,"captivity"
"Mammalia",3500,"small",14.8,"captivity"
"Mammalia",1331.5,"large",17.4,"captivity"
"Mammalia",776,"large",20.6,"captivity"
"Mammalia",63000,"medium",41.1,"captivity"
"Mammalia",42250,"small",31.9,"captivity"
"Mammalia",40000,"medium",25,"captivity"
"Mammalia",10000,"small",20,"captivity"
"Mammalia",3400,"small",10,"captivity"
"Mammalia",1900,"tiny",10.2,"captivity"
"Mammalia",965,"tiny",NA,"unknown"
"Mammalia",3500,"medium",13.9,"captivity"
"Mammalia",600,"small",10.5,"captivity"
"Mammalia",23500,"small",14.2,"captivity"
"Mammalia",3000,"large",23,"captivity"
"Mammalia",10500,"small",15.8,"captivity"
"Mammalia",4500,"medium",22.3,"captivity"
"Mammalia",25850,"medium",27,"captivity"
"Mammalia",1000,"small",10.2,"captivity"
"Mammalia",2300,"small",12.5,"captivity"
"Mammalia",16333.3,"medium",19.5,"captivity"
"Mammalia",4000,"small",22.9,"captivity"
"Mammalia",425,"small",NA,"unknown"
"Mammalia",910,"tiny",14,"captivity"
"Mammalia",9000,"medium",27,"captivity"
"Mammalia",7500,"small",NA,"unknown"
"Mammalia",6750,"medium",18.2,"captivity"
"Mammalia",9000,"tiny",NA,"unknown"
"Mammalia",884,"tiny",17.8,"captivity"
"Mammalia",2500,"medium",16,"captivity"
"Mammalia",1700,"small",18.2,"captivity"
"Mammalia",1300,"small",18.2,"captivity"
"Mammalia",1000,"tiny",NA,"unknown"
"Mammalia",3175,"small",14.3,"captivity"
"Mammalia",1066.7,"small",18.4,"captivity"
"Mammalia",13000,"medium",18.6,"captivity"
"Mammalia",10000,"medium",31.3,"captivity"
"Mammalia",672,"tiny",19,"captivity"
"Mammalia",2000,"small",NA,"unknown"
"Mammalia",110.3,"small",12.5,"captivity"
"Mammalia",1350,"small",9.1,"captivity"
"Mammalia",150.6,"tiny",8.8,"captivity"
"Mammalia",590,"medium",8.4,"captivity"
"Mammalia",1021,"medium",9.4,"captivity"
"Mammalia",46.9,"small",9.1,"captivity"
"Mammalia",809,"large",11.1,"captivity"
"Mammalia",565,"medium",8.8,"captivity"
"Mammalia",925,"small",11.4,"captivity"
"Mammalia",280,"small",NA,"unknown"
"Mammalia",24000,"small",17.3,"captivity"
"Mammalia",8000,"small",25,"captivity"
"Mammalia",542.5,"small",8.8,"captivity"
"Mammalia",1900,"tiny",21,"captivity"
"Mammalia",1012500,"tiny",NA,"unknown"
"Mammalia",110000,"small",30.6,"captivity"
"Mammalia",55000,"tiny",NA,"unknown"
"Mammalia",45500,"small",NA,"unknown"
"Mammalia",84500,"small",NA,"unknown"
"Mammalia",127551,"medium",32.1,"captivity"
"Mammalia",50000,"tiny",NA,"unknown"
"Mammalia",165500,"small",NA,"unknown"
"Mammalia",415000,"small",32.8,"captivity"
"Mammalia",190000,"small",24.1,"captivity"
"Mammalia",207500,"small",29,"captivity"
"Mammalia",187580,"small",NA,"unknown"
"Mammalia",180000,"large",35.7,"captivity"
"Mammalia",405000,"tiny",NA,"unknown"
"Mammalia",373000,"small",NA,"unknown"
"Mammalia",268000,"medium",42.9,"captivity"
"Mammalia",90000,"small",NA,"unknown"
"Mammalia",367750,"tiny",NA,"unknown"
"Mammalia",425000,"small",NA,"unknown"
"Mammalia",250000,"small",NA,"unknown"
"Mammalia",1600000,"tiny",NA,"unknown"
"Mammalia",1400000,"small",NA,"unknown"
"Mammalia",275000,"small",NA,"unknown"
"Mammalia",222500,"small",NA,"unknown"
"Mammalia",177000,"small",NA,"unknown"
"Mammalia",180000,"tiny",NA,"unknown"
"Mammalia",85000,"tiny",NA,"unknown"
"Mammalia",115000,"medium",47.6,"captivity"
"Mammalia",86000,"small",NA,"unknown"
"Mammalia",90000,"tiny",46,"captivity"
"Mammalia",90000,"small",56,"captivity"
"Mammalia",1235,"small",25.2,"captivity"
"Mammalia",1235,"tiny",21.8,"captivity"
"Mammalia",1015,"medium",19,"captivity"
"Mammalia",900,"small",24,"captivity"
"Mammalia",3750,"medium",26.4,"captivity"
"Mammalia",4750,"large",23.7,"captivity"
"Mammalia",3000,"medium",38.4,"captivity"
"Mammalia",6270,"small",19,"captivity"
"Mammalia",6000,"large",21,"captivity"
"Mammalia",117500,"small",36.8,"captivity"
"Mammalia",46000,"medium",35.9,"captivity"
"Mammalia",1e+05,"medium",33.3,"captivity"
"Mammalia",109250,"medium",39,"captivity"
"Mammalia",154250,"large",34,"captivity"
"Mammalia",277500,"large",40,"captivity"
"Mammalia",475000,"medium",43.8,"captivity"
"Mammalia",103750,"medium",39.2,"captivity"
"Mammalia",12250,"medium",27,"captivity"
"Mammalia",2250,"small",16.1,"captivity"
"Mammalia",3250,"tiny",NA,"unknown"
"Mammalia",13666.7,"small",28,"captivity"
"Mammalia",4000,"small",NA,"unknown"
"Mammalia",1650,"small",NA,"unknown"
"Mammalia",1866.7,"medium",22.7,"captivity"
"Mammalia",2225,"tiny",20,"captivity"
"Mammalia",2000,"small",NA,"unknown"
"Mammalia",1055,"small",NA,"unknown"
"Mammalia",1820,"small",21.3,"captivity"
"Mammalia",2400,"tiny",16,"captivity"
"Mammalia",4300,"small",27.4,"captivity"
"Mammalia",3100,"tiny",24.5,"captivity"
"Mammalia",700,"small",NA,"unknown"
"Mammalia",12061,"tiny",15.4,"captivity"
"Mammalia",7350,"small",15,"captivity"
"Mammalia",10000,"small",21.7,"captivity"
"Mammalia",3000,"tiny",NA,"unknown"
"Mammalia",1e+08,"medium",211,"wild"
"Mammalia",4.5e+07,"medium",70,"wild"
"Mammalia",2.3e+07,"medium",67,"wild"
"Mammalia",7500000,"medium",50,"wild"
"Mammalia",2e+07,"medium",74,"wild"
"Mammalia",1.6e+07,"medium",72,"wild"
"Mammalia",1.36e+08,"medium",110,"wild"
"Mammalia",7e+07,"medium",114,"wild"
"Mammalia",3e+07,"medium",95,"wild"
"Mammalia",50000,"small",NA,"unknown"
"Mammalia",56000,"small",NA,"unknown"
"Mammalia",80000,"medium",25,"wild"
"Mammalia",2200000,"medium",63,"wild"
"Mammalia",1060000,"tiny",60,"captivity"
"Mammalia",425000,"tiny",42.5,"captivity"
"Mammalia",164000,"small",NA,"unknown"
"Mammalia",208000,"medium",27,"wild"
"Mammalia",103000,"small",46,"captivity"
"Mammalia",190000,"medium",30,"wild"
"Mammalia",3987500,"medium",90,"wild"
"Mammalia",206000,"medium",47,"wild"
"Mammalia",748000,"small",62.5,"captivity"
"Mammalia",46666.7,"small",NA,"unknown"
"Mammalia",280000,"small",NA,"unknown"
"Mammalia",112500,"medium",46,"wild"
"Mammalia",112500,"medium",57.5,"wild"
"Mammalia",114000,"medium",32,"wild"
"Mammalia",NA,"medium",NA,"unknown"
"Mammalia",2e+05,"medium",51.6,"captivity"
"Mammalia",28500000,"medium",77,"wild"
"Mammalia",11380000,"medium",84,"wild"
"Mammalia",6500000,"medium",37,"wild"
"Mammalia",1088000,"small",NA,"unknown"
"Mammalia",5600000,"medium",48,"wild"
"Mammalia",2701000,"medium",62,"wild"
"Mammalia",84000,"tiny",31.3,"captivity"
"Mammalia",424600,"medium",17,"wild"
"Mammalia",83500,"small",24,"captivity"
"Mammalia",1430000,"medium",40,"captivity"
"Mammalia",1250000,"medium",50,"wild"
"Mammalia",32500,"small",33,"captivity"
"Mammalia",52500,"small",20.4,"captivity"
"Mammalia",120000,"medium",22,"wild"
"Mammalia",28500000,"medium",77,"wild"
"Mammalia",70000,"small",NA,"unknown"
"Mammalia",40500,"small",NA,"unknown"
"Mammalia",7.9,"medium",6,"wild"
"Mammalia",24.43,"medium",4,"wild"
"Mammalia",21.99,"small",8.8,"wild"
"Mammalia",7,"medium",13,"wild"
"Mammalia",150,"small",22.6,"captivity"
"Mammalia",38.6,"medium",14,"wild"
"Mammalia",7.4,"small",NA,"unknown"
"Mammalia",13,"medium",22,"wild"
"Mammalia",14,"tiny",5.6,"wild"
"Mammalia",8.8,"small",NA,"unknown"
"Mammalia",12.5,"tiny",12,"captivity"
"Mammalia",35,"medium",13,"wild"
"Mammalia",23.5,"small",7.6,"captivity"
"Mammalia",50,"medium",11.8,"captivity"
"Mammalia",15.2,"small",10,"captivity"
"Mammalia",42.2,"large",19.2,"captivity"
"Mammalia",65,"tiny",NA,"unknown"
"Mammalia",15,"large",17,"captivity"
"Mammalia",33.2,"medium",29.2,"captivity"
"Mammalia",28,"medium",8,"wild"
"Mammalia",10,"large",11,"captivity"
"Mammalia",25,"medium",10.1,"wild"
"Mammalia",11.6,"small",17,"captivity"
"Mammalia",16,"medium",10.4,"wild"
"Mammalia",43.4,"medium",9,"wild"
